City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Igarka,RU,67.4667,86.5833,49.78,68,42,4.52,scattered clouds
347,Saint George,US,37.1041,-113.5841,75.79,9,0,11.5,clear sky
348,Minab,IR,27.1467,57.0801,92.95,32,0,1.59,clear sky
349,Benguela,AO,-12.5763,13.4055,68.13,78,64,1.45,broken clouds
350,Verkhoyansk,RU,67.5447,133.385,51.58,48,100,1.88,light rain
351,Xichang,CN,27.8964,102.2634,59.67,83,100,0.45,overcast clouds
352,Sambir,UA,49.5183,23.1975,50.52,84,30,16.4,scattered clouds
353,Sitka,US,57.0531,-135.33,57.09,58,0,0.0,clear sky
354,Hualmay,PE,-11.0964,-77.6139,63.59,88,74,8.39,broken clouds
355,Daudnagar,IN,25.0333,84.4,98.17,29,69,5.08,broken clouds
356,Tres Arroyos,AR,-38.3739,-60.2798,47.05,62,1,6.87,clear sky
357,Tessalit,ML,20.1986,1.0114,84.49,13,69,1.19,broken clouds
358,Lexington,US,37.9887,-84.4777,71.49,84,75,5.75,broken clouds
359,Jiuquan,CN,39.7432,98.5174,80.51,12,2,14.18,clear sky
360,Izhma,RU,65.0083,53.9113,33.17,75,100,11.63,overcast clouds
361,Sao Joao Da Barra,BR,-21.6403,-41.0511,63.77,87,14,5.93,few clouds
362,Bako,ET,5.7833,36.5667,63.12,94,98,2.3,light rain
363,Tabas,IR,33.5959,56.9244,70.02,35,4,13.8,dust
364,Gazimurskiy Zavod,RU,51.5461,118.3266,59.59,67,100,14.99,overcast clouds
365,Brigantine,US,39.4101,-74.3646,75.4,84,0,5.75,clear sky
366,Kavaratti,IN,10.5669,72.642,82.94,79,99,18.57,overcast clouds
367,Luderitz,NA,-26.6481,15.1594,55.35,60,5,8.1,clear sky
368,Touros,BR,-5.1989,-35.4608,74.89,90,5,10.56,clear sky
369,Samarai,PG,-10.6167,150.6667,82.85,75,92,8.63,overcast clouds
370,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,71.15,100,100,1.88,overcast clouds
371,Olga,RU,43.7444,135.2892,65.21,59,94,3.67,overcast clouds
372,Te Anau,NZ,-45.4167,167.7167,45.61,73,62,5.21,broken clouds
373,Laguna,US,38.421,-121.4238,79.09,28,0,11.5,clear sky
374,Boulsa,BF,12.6675,-0.5758,81.05,61,84,8.88,broken clouds
375,Brownwood,US,31.7093,-98.9912,69.12,55,100,18.41,overcast clouds
376,Namibe,AO,-15.1961,12.1522,66.83,61,40,0.29,scattered clouds
377,Pimenta Bueno,BR,-11.6725,-61.1936,65.59,86,23,0.81,few clouds
378,Singapore,SG,1.2897,103.8501,89.64,64,75,6.91,broken clouds
379,Harrislee,DE,54.8,9.3833,52.72,93,90,10.36,overcast clouds
380,Kupang,ID,-10.1667,123.5833,88.09,52,6,11.56,clear sky
381,Magaria,NE,12.9983,8.9099,82.76,16,92,8.1,overcast clouds
382,Gimli,CA,50.6336,-96.9907,39.22,70,53,3.44,broken clouds
383,San Rafael Del Sur,NI,11.8485,-86.4384,74.37,87,99,3.4,overcast clouds
384,Weymouth,US,42.2209,-70.9398,72.75,90,0,4.61,clear sky
385,Challapata,BO,-18.9,-66.7667,37.81,31,33,2.21,scattered clouds
386,Colac,AU,-38.3333,143.5833,57.16,51,2,2.59,clear sky
387,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,83,100,12.66,overcast clouds
388,Kijang,KR,35.2442,129.2139,85.73,40,0,9.95,clear sky
389,Makakilo City,US,21.3469,-158.0858,84.52,56,100,16.11,overcast clouds
390,Kolarovo,SK,47.9229,17.9847,57.15,76,38,7.36,scattered clouds
391,Imeni Poliny Osipenko,RU,52.4201,136.4853,46.89,60,100,13.4,overcast clouds
392,Rundu,NA,-17.9333,19.7667,40.01,43,0,5.44,clear sky
393,Bartica,GY,6.4,-58.6167,75.52,99,100,2.66,overcast clouds
394,Santa Maria,BR,-29.6842,-53.8069,47.5,100,88,2.3,fog
395,Pinheiro,BR,-2.5214,-45.0825,70.32,98,24,0.34,moderate rain
396,Yuxia,CN,34.0615,108.6291,79.41,37,85,5.66,overcast clouds
397,Rio Grande,BR,-32.035,-52.0986,46.94,82,100,6.13,overcast clouds
398,Amurzet,RU,47.6967,131.0981,68.83,30,52,12.44,broken clouds
399,Baruun-Urt,MN,46.6806,113.2792,74.32,28,77,18.32,broken clouds
400,Tomari,RU,47.7658,142.0683,58.71,65,96,13.91,light rain
401,Pskov,RU,57.8136,28.3496,46.31,57,0,8.95,clear sky
402,Honningsvag,NO,70.9821,25.9704,40.75,87,64,10.36,broken clouds
403,Barcelos,PT,41.5388,-8.6151,62.85,96,97,0.98,overcast clouds
404,Cairns,AU,-16.9167,145.7667,86.07,71,100,12.66,overcast clouds
405,Maiduguri,NG,11.8464,13.1603,82.98,18,41,7.63,scattered clouds
406,Ayia Galini,GR,35.1,24.6833,68.4,63,23,6.06,few clouds
407,Roma,US,43.2128,-75.4557,73.54,70,40,5.99,scattered clouds
408,Dzerzhinsk,RU,56.2389,43.4631,39.02,69,0,6.71,clear sky
409,Narsingi,IN,18.0333,78.4333,87.22,36,5,16.24,clear sky
410,Grand-Lahou,CI,5.1367,-5.0242,74.43,95,100,9.19,heavy intensity rain
411,Yuncheng,CN,35.0231,110.9928,88.45,20,100,8.59,overcast clouds
412,Hare Bay,CA,48.8499,-54.0148,58.19,52,100,8.05,overcast clouds
413,Puerto Madryn,AR,-42.7692,-65.0385,56.66,49,98,15.7,overcast clouds
414,Valdivia,CL,-39.8142,-73.2459,55.49,90,100,10.56,light rain
415,Baykit,RU,61.67,96.37,49.71,85,100,5.23,overcast clouds
416,Cabo San Lucas,MX,22.8909,-109.9124,74.61,70,1,4.0,clear sky
417,Jucas,BR,-6.5253,-39.5275,70.27,87,34,4.47,scattered clouds
418,Lardos,GR,36.0942,28.0157,67.95,61,90,8.32,overcast clouds
419,Komsomolskiy,UZ,40.4272,71.7189,61.52,63,75,18.41,moderate rain
420,Gvardeyskoye,RU,43.6731,44.9589,62.42,56,4,3.51,clear sky
421,San Joaquin,US,37.9333,-121.3011,79.05,22,0,13.8,clear sky
422,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,58.32,48,13,5.82,few clouds
423,Sobolevo,RU,54.4299,31.8996,45.39,91,100,14.36,light rain
424,Meulaboh,ID,4.1363,96.1285,82.27,78,90,1.81,overcast clouds
425,Kirakira,SB,-10.4544,161.9205,84.24,69,19,4.45,few clouds
426,Dinar,TR,38.065,30.1656,44.56,59,1,2.75,clear sky
427,Ibra,OM,22.6906,58.5334,88.97,34,0,2.33,clear sky
428,Ust-Nera,RU,64.5667,143.2,44.69,58,98,3.85,light rain
429,Arkhipo-Osipovka,RU,44.37,38.52,59.23,81,8,9.66,clear sky
430,Dioknisi,GE,41.6293,42.3917,57.76,57,0,4.05,clear sky
431,Rehoboth,NA,-23.3167,17.0833,37.78,82,2,3.91,clear sky
432,Coihaique,CL,-45.5752,-72.0662,34.41,100,75,3.44,light rain
433,Ostrov,RU,57.3439,28.3537,46.13,70,25,8.59,scattered clouds
434,Barranca,PE,-10.75,-77.7667,62.89,88,63,7.07,broken clouds
435,Benidorm,ES,38.5382,-0.131,76.32,57,72,0.72,broken clouds
436,Changying,CN,52.8733,123.3213,59.27,49,100,14.38,overcast clouds
437,Cidreira,BR,-30.1811,-50.2056,56.01,80,96,5.06,overcast clouds
438,Labuhan,ID,-6.8844,112.2051,86.14,66,64,11.27,broken clouds
439,Katobu,ID,-4.9408,122.5276,87.94,57,27,7.47,scattered clouds
440,Nemuro,JP,43.3236,145.575,52.29,94,94,11.81,overcast clouds
441,Toora-Khem,RU,52.4675,96.11,73.58,26,1,3.96,clear sky
442,Port Lincoln,AU,-34.7333,135.8667,63.91,65,80,12.66,broken clouds
443,Ivanteyevka,RU,55.9711,37.9208,43.34,60,55,10.78,broken clouds
444,Lethem,GY,3.3803,-59.7968,73.09,93,100,1.83,light rain
445,Loa Janan,ID,-0.583,117.095,79.05,86,100,1.39,overcast clouds
446,Sorland,NO,67.667,12.6934,44.46,93,100,7.27,overcast clouds
447,Chokurdakh,RU,70.6333,147.9167,34.57,100,100,0.45,overcast clouds
448,Grand Gaube,MU,-20.0064,57.6608,72.0,77,2,4.0,clear sky
449,Namanga,KE,-2.5433,36.7905,63.32,83,100,0.96,overcast clouds
450,Dumas,US,35.8656,-101.9732,47.53,61,0,5.75,clear sky
451,Dayong,CN,25.0209,118.2898,71.96,82,100,2.66,overcast clouds
452,High Level,CA,58.5169,-117.136,62.71,22,75,4.61,broken clouds
453,Xai-Xai,MZ,-25.0519,33.6442,67.21,92,100,3.83,light rain
454,Hambantota,LK,6.1241,81.1185,84.54,89,20,13.8,few clouds
455,Wasilla,US,61.5814,-149.4394,67.42,20,0,18.41,clear sky
456,Jizan,SA,17.3333,42.6667,83.34,50,8,2.82,clear sky
457,Rochegda,RU,62.8,43.25,34.11,65,100,9.78,overcast clouds
458,Kokstad,ZA,-30.5472,29.4241,46.09,96,100,2.04,overcast clouds
459,Great Falls,US,47.5002,-111.3008,41.45,56,0,6.91,clear sky
460,Rebrikha,RU,53.0733,82.3408,69.17,46,100,10.22,overcast clouds
461,Bonavista,CA,48.6499,-53.1147,46.36,72,86,12.82,overcast clouds
462,Zaozerne,UA,45.1582,33.2787,58.55,82,76,11.79,broken clouds
463,Adre,TD,13.4667,22.2,76.8,18,78,10.76,broken clouds
464,Vostok,RU,46.4856,135.8833,48.33,96,100,2.98,overcast clouds
465,Saurimo,AO,-9.6608,20.3916,60.93,62,11,2.51,few clouds
466,Tosham,IN,28.8833,75.9167,96.75,20,0,4.56,clear sky
467,Tura,IN,25.5198,90.2201,84.38,63,12,2.86,few clouds
468,Sal Rei,CV,16.1833,-22.9167,70.39,80,15,13.76,few clouds
469,Paray-Le-Monial,FR,46.4546,4.1158,62.55,71,0,2.3,clear sky
470,Santa Marinella,IT,42.0345,11.8536,62.51,84,15,5.59,few clouds
471,Nanakuli,US,21.3906,-158.1547,85.95,54,100,14.97,overcast clouds
472,Utinga,BR,-5.8172,-35.3954,77.85,100,75,5.75,light rain
473,Besancon,FR,47.2488,6.0182,67.14,100,40,4.68,scattered clouds
474,Kaitangata,NZ,-46.2817,169.8464,46.24,77,77,14.47,broken clouds
475,Kuytun,RU,54.3419,101.5036,68.58,36,95,12.15,overcast clouds
476,Vilyuysk,RU,63.7553,121.6247,62.58,33,34,3.53,scattered clouds
477,Tilichiki,RU,60.4667,166.1,39.13,75,80,4.63,broken clouds
478,Soyo,AO,-6.1349,12.3689,73.56,87,50,4.52,scattered clouds
479,Tirano,IT,46.2154,10.1679,66.31,91,44,6.29,scattered clouds
480,Senanga,ZM,-16.1167,23.2667,44.13,34,8,5.88,clear sky
481,Russell,US,32.3502,-85.1999,74.43,95,89,4.54,overcast clouds
482,College,US,64.8569,-147.8028,71.58,32,75,11.5,broken clouds
483,Emba,KZ,48.8264,58.1442,47.05,57,65,15.1,broken clouds
484,Benghazi,LY,32.1167,20.0667,64.99,83,0,10.33,clear sky
485,Shache,CN,38.4167,77.2406,76.71,25,100,7.25,overcast clouds
486,Pangnirtung,CA,66.1451,-65.7125,29.41,82,100,8.61,overcast clouds
487,Akyab,MM,20.15,92.9,87.12,68,63,1.05,broken clouds
488,Plettenberg Bay,ZA,-34.0527,23.3716,55.09,71,30,3.76,scattered clouds
489,Paamiut,GL,61.994,-49.6678,40.15,78,100,38.95,light rain
490,Kahului,US,20.8947,-156.47,84.22,60,20,18.41,few clouds
491,Pio Xii,BR,-3.8325,-45.1525,72.39,96,70,1.95,broken clouds
492,Kralendijk,BQ,12.15,-68.2667,80.58,78,20,16.11,few clouds
493,Kanniyakumari,IN,8.0833,77.5667,83.3,75,66,21.92,broken clouds
494,Cochabamba,BO,-17.3895,-66.1568,57.2,38,80,3.44,broken clouds
495,Shellbrook,CA,53.2168,-106.4011,52.83,64,59,7.85,broken clouds
496,Barranquilla,CO,10.9639,-74.7964,82.18,83,4,8.05,clear sky
497,Visnes,NO,59.3556,5.2242,49.21,93,20,5.75,few clouds
498,Abilene,US,32.4487,-99.7331,68.22,49,0,12.66,clear sky
499,Salto Del Guaira,PY,-24.0625,-54.3069,48.09,83,50,4.81,scattered clouds
500,Saint-Pierre,RE,-21.3393,55.4781,69.91,68,0,5.75,clear sky
501,Dinhata,IN,26.1333,89.4667,81.32,75,89,10.25,overcast clouds
502,Terrace,CA,54.5163,-128.6035,67.91,24,0,10.36,clear sky
503,Dunda,TZ,-8.1167,34.25,63.18,84,100,2.15,overcast clouds
504,Dawlatabad,AF,36.4141,64.9053,59.79,61,95,4.59,overcast clouds
505,Linqing,CN,36.8456,115.7117,93.18,18,100,14.5,overcast clouds
506,Harper,LR,4.375,-7.7169,75.99,87,100,5.03,light rain
507,Orlovskiy,RU,46.8714,42.0592,55.67,55,97,17.92,overcast clouds
508,Benito Juarez,MX,19.385,-99.165,76.84,27,91,13.0,overcast clouds
509,Road Town,VG,18.4167,-64.6167,78.89,69,82,16.33,broken clouds
510,Pavlovsk,RU,50.4578,40.1081,52.48,98,100,5.21,overcast clouds
511,Lorengau,PG,-2.0226,147.2712,86.43,65,95,10.16,overcast clouds
512,Mayo,US,38.8876,-76.5119,82.81,79,0,12.66,clear sky
513,Maues,BR,-3.3836,-57.7186,70.65,97,58,1.39,broken clouds
514,Sur,OM,22.5667,59.5289,99.63,28,0,11.77,clear sky
515,Amol,IR,36.4696,52.3507,62.78,60,1,5.19,clear sky
516,Narsaq,GL,60.9167,-46.05,37.62,80,100,3.04,overcast clouds
517,Point Pedro,LK,9.8167,80.2333,85.87,70,44,18.95,scattered clouds
518,Maragogi,BR,-9.0122,-35.2225,76.62,84,91,14.54,overcast clouds
519,Dhidhdhoo,MV,6.8833,73.1,83.68,75,59,15.57,broken clouds
520,Oussouye,SN,12.485,-16.5469,75.38,80,57,8.3,broken clouds
521,Kaeo,NZ,-35.1,173.7833,62.1,69,100,9.48,overcast clouds
522,Santa Isabel,BR,-23.3156,-46.2214,51.1,98,31,1.66,scattered clouds
523,Baturaja,ID,-4.1333,104.1667,90.23,58,48,0.83,scattered clouds
524,Krasnoarmeysk,RU,51.0239,45.6969,46.58,83,100,7.2,overcast clouds
525,Tukrah,LY,32.5341,20.5791,62.74,91,10,7.52,clear sky
526,Serowe,BW,-22.3833,26.7167,47.17,71,92,5.39,overcast clouds
527,Pevek,RU,69.7008,170.3133,36.61,93,83,5.5,broken clouds
528,Ponta Delgada,PT,37.7333,-25.6667,69.49,94,75,5.75,light intensity drizzle
529,Camacha,PT,33.0833,-16.3333,62.02,77,20,8.05,few clouds
530,Tucker,US,33.8545,-84.2171,78.46,73,0,8.05,clear sky
531,Esil,KZ,51.9556,66.4042,45.27,71,73,14.97,light rain
532,Eenhana,NA,-17.4667,16.3333,43.72,29,0,7.14,clear sky
533,Stancuta,RO,44.9,27.8333,63.63,72,93,10.38,overcast clouds
534,Burriana,ES,39.889,-0.085,67.69,70,65,3.94,broken clouds
535,Kem,RU,64.9555,34.5793,35.38,64,75,7.72,broken clouds
536,Nouakchott,MR,18.0858,-15.9785,64.33,90,51,19.01,broken clouds
537,Les Cayes,HT,18.2,-73.75,76.82,88,81,2.55,broken clouds
538,Beringovskiy,RU,63.05,179.3167,37.89,83,100,10.02,overcast clouds
539,Kilifi,KE,-3.6305,39.8499,76.53,86,95,8.81,overcast clouds
540,Bayir,TR,37.2687,28.2167,52.32,58,84,4.38,broken clouds
541,Constitucion,CL,-35.3333,-72.4167,53.44,69,100,4.74,overcast clouds
542,Riviere-Au-Renard,CA,48.9957,-64.3971,62.89,98,75,5.08,broken clouds
543,Champerico,GT,14.3,-91.9167,80.87,80,97,5.17,overcast clouds
544,Tual,ID,-5.6667,132.75,82.06,77,97,15.82,overcast clouds
545,Cam Ranh,VN,11.9214,109.1591,85.96,74,20,6.91,few clouds
546,Barbastro,ES,42.0356,0.1269,68.54,37,93,4.83,overcast clouds
547,Bluefield,US,37.2698,-81.2223,63.39,91,0,3.44,clear sky
548,Lusambo,CD,-4.9667,23.45,68.36,99,100,1.1,overcast clouds
549,Yershov,RU,51.3513,48.2766,49.05,58,100,7.52,overcast clouds
550,Sibolga,ID,1.7427,98.7792,85.37,68,84,4.29,broken clouds
551,Hargeysa,SO,9.56,44.065,72.46,63,100,20.98,overcast clouds
552,Milkovo,RU,54.7167,158.6167,46.4,75,100,4.79,overcast clouds
553,Harindanga,IN,22.0383,88.3214,92.17,60,84,19.1,moderate rain
554,Barcelona,ES,41.3888,2.159,75.54,45,0,3.0,clear sky
555,Iskateley,RU,67.6803,53.1512,28.02,75,97,17.83,overcast clouds
556,Evensk,RU,61.95,159.2333,38.19,96,100,2.48,overcast clouds
557,Yeppoon,AU,-23.1333,150.7333,76.78,78,88,13.65,overcast clouds
558,Kyren,RU,51.6828,102.1408,73.6,28,25,0.85,scattered clouds
559,Chicama,PE,-7.8447,-79.1469,59.54,87,28,6.26,scattered clouds
560,Zionsville,US,39.9509,-86.2619,68.18,91,100,5.99,light intensity drizzle
561,Rawlins,US,41.7911,-107.2387,39.34,41,0,9.22,clear sky
562,Bitung,ID,1.4451,125.1824,92.25,66,74,10.42,broken clouds
563,Nosy Varika,MG,-20.5833,48.5333,65.61,85,6,4.41,clear sky
564,Muriwai Beach,NZ,-36.8167,174.45,63.36,74,37,16.24,scattered clouds
565,Piacabucu,BR,-10.4056,-36.4344,77.0,75,97,13.76,overcast clouds
566,Grand Forks,US,47.9417,-97.4337,42.73,81,100,3.44,overcast clouds
567,Avera,US,33.194,-82.5271,75.25,93,100,7.45,overcast clouds
568,Lasa,IT,46.6166,10.7002,59.88,66,23,5.17,few clouds
569,Northam,GB,51.0333,-4.2167,51.62,89,87,7.09,overcast clouds
570,Bernardino De Campos,BR,-23.0131,-49.4742,47.08,75,9,4.61,clear sky
571,Mezhova,UA,48.2532,36.7347,57.88,86,81,14.61,broken clouds
572,Fereydun Kenar,IR,36.6864,52.5225,61.93,67,2,12.8,clear sky
573,Zacualpan,MX,21.25,-105.1667,74.46,83,5,0.92,clear sky
574,Pathein,MM,16.7833,94.7333,89.53,67,75,16.13,moderate rain
575,Atlantic Beach,US,30.3344,-81.3987,71.71,96,100,5.75,mist
576,Guaca,CO,6.8762,-72.8559,56.48,85,14,7.65,few clouds
577,Salalah,OM,17.0151,54.0924,81.72,77,37,4.79,scattered clouds
578,Morristown,US,36.214,-83.2949,71.65,79,40,4.61,scattered clouds
579,Tucuman,AR,-26.8241,-65.2226,53.6,76,0,6.91,clear sky
580,Mana,GF,5.6592,-53.7767,76.95,88,100,10.16,light rain
581,Atasu,KZ,48.6814,71.6433,54.77,48,100,20.27,overcast clouds
582,Puerto Escondido,MX,15.85,-97.0667,79.79,72,76,6.08,broken clouds
583,Faanui,PF,-16.4833,-151.75,80.83,70,11,10.18,few clouds
584,Victoria Point,AU,-27.5833,153.3,70.18,86,97,7.0,light rain
585,Taos,US,36.4072,-105.5731,52.2,45,100,18.41,overcast clouds
586,Jining,CN,35.405,116.5814,92.62,19,100,11.86,overcast clouds
587,Las Vegas,US,36.175,-115.1372,83.08,13,0,8.05,clear sky
588,Mapiripan,CO,2.8892,-72.1256,71.83,95,100,1.68,overcast clouds
589,Yumbe,UG,3.4651,31.2469,63.28,93,91,2.44,overcast clouds
590,Puerto Gaitan,CO,4.3133,-72.0816,75.22,88,98,1.16,overcast clouds
591,Mazagao,BR,-0.115,-51.2894,75.25,96,90,2.06,overcast clouds
592,Berlevag,NO,70.8578,29.0864,39.15,87,100,3.44,overcast clouds
593,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,100,0,0.0,clear sky
594,Noumea,NC,-22.2763,166.4572,82.38,99,82,14.85,broken clouds
595,Mutis,CO,6.2262,-77.4044,78.87,82,92,1.48,overcast clouds
596,Fomboni,KM,-12.28,43.7425,79.88,74,22,12.44,light rain
597,Mount Isa,AU,-20.7333,139.5,78.57,41,40,6.91,scattered clouds
598,Lixourion,GR,38.2019,20.4314,64.99,74,0,3.89,clear sky
599,Morshansk,RU,53.4435,41.8107,47.14,65,100,7.4,overcast clouds
600,Liverpool,GB,53.4106,-2.9779,55.53,77,75,12.66,broken clouds
601,Porto Novo,BJ,6.4965,2.6036,75.02,93,100,7.78,light rain
602,Hobyo,SO,5.3505,48.5268,81.0,73,73,17.22,broken clouds
603,Zahesi,GE,41.8246,44.7536,53.31,51,0,1.97,clear sky
604,Turukhansk,RU,65.8167,87.9833,59.18,59,32,4.38,scattered clouds
605,Banepa,NP,27.6298,85.5214,59.32,94,100,4.61,overcast clouds
606,Olinda,BR,-8.0089,-34.8553,76.73,94,75,6.91,broken clouds
607,Tazovskiy,RU,67.4667,78.7,34.63,93,100,5.03,overcast clouds
608,Klyuchi,RU,52.2667,79.1667,78.28,32,100,12.01,overcast clouds
609,Chateaudun,FR,48.0833,1.3333,58.95,94,99,7.31,overcast clouds
610,Petapa,GT,14.5028,-90.5517,71.26,93,100,11.5,mist
611,Xuzhou,CN,34.1805,117.1571,90.12,22,100,10.16,overcast clouds
612,Port Said,EG,31.2565,32.2841,66.18,82,0,13.8,clear sky
613,Waitati,NZ,-45.75,170.5667,50.81,62,89,12.62,overcast clouds
614,Dickinson,US,29.4608,-95.0513,83.16,87,75,10.36,broken clouds
615,Utete,TZ,-7.986,38.758,69.66,95,99,1.68,overcast clouds
616,Makokou,GA,0.5738,12.8642,67.5,99,91,2.44,overcast clouds
617,Rapid Valley,US,44.0625,-103.1463,40.44,80,40,12.66,scattered clouds
618,Prince Rupert,CA,54.3161,-130.3201,58.69,56,0,3.44,clear sky
619,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,77,0,11.5,clear sky
620,Pogar,RU,52.554,33.2591,47.93,98,100,7.94,moderate rain
621,Poum,NC,-20.2333,164.0167,78.4,81,11,17.02,few clouds
622,Lobito,AO,-12.3481,13.5456,69.35,81,47,0.63,scattered clouds
623,Jasper,US,37.2001,-94.3502,56.05,84,92,10.85,overcast clouds
624,Tocopilla,CL,-22.092,-70.1979,65.1,68,52,6.87,broken clouds
625,Awjilah,LY,29.1081,21.2869,62.74,72,0,7.65,clear sky
626,Bowmore,US,34.9421,-79.3031,73.89,83,0,4.61,haze
627,Rovaniemi,FI,66.5,25.7167,45.81,76,0,6.91,clear sky
628,Wuda,CN,39.4994,106.7117,81.14,19,27,3.69,scattered clouds
629,Camapua,BR,-19.5314,-54.0439,55.18,56,17,5.75,few clouds
630,Kasongo-Lunda,CD,-6.4667,16.8167,68.59,97,11,1.23,few clouds
631,Robertsport,LR,6.7533,-11.3686,77.09,88,100,10.07,moderate rain
632,Fairview,US,40.8126,-73.999,81.66,65,0,15.01,clear sky
633,Blagoyevo,RU,63.3667,47.9167,32.97,79,100,11.52,overcast clouds
634,Tarakan,ID,3.3,117.6333,85.5,74,40,6.91,scattered clouds
635,Lluta,PE,-16.0147,-72.0142,48.38,44,100,0.49,overcast clouds
636,Juan Lacaze,UY,-34.4342,-57.4381,49.12,69,2,6.78,clear sky
637,Tateyama,JP,34.9833,139.8667,64.35,77,90,13.85,overcast clouds
638,Vila,PT,42.0304,-8.1588,52.7,94,35,3.31,scattered clouds
639,Miri,MY,4.4148,114.0089,89.74,70,20,6.91,few clouds
640,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,100,100,5.75,overcast clouds
641,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,20.71,scattered clouds
642,Kulhudhuffushi,MV,6.6221,73.07,83.32,75,47,15.21,scattered clouds
643,Ixtapa,MX,20.7,-105.2,71.08,89,4,0.96,clear sky
644,Nerkunram,IN,12.69,79.8531,89.11,40,100,15.43,overcast clouds
645,Diamantino,BR,-14.4086,-56.4461,63.1,48,24,3.36,few clouds
646,Maceio,BR,-9.6658,-35.7353,74.64,94,75,2.3,broken clouds
